OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
314466,Atypical Meigs syndrome,Clinical syndrome,Disorder,,0017801,D27,,C5190605,,,,Atypical Meigs syndrome,Adult,Not applicable
314459,Pseudo-Meigs syndrome,Clinical syndrome,Disorder,,0017800,D39.1,,C5190824,,,,Pseudo-Meigs syndrome,Adult,Not applicable
314478,Ovarian fibrothecoma,Disease,Disorder,2F32.Y,0017802,D27,,C4707356,,,,Ovarian fibrothecoma,Adult,Not applicable
314473,Ovarian fibroma,Disease,Disorder,2F32.1,0008168,D27,,C0149951,C562391,10064257,,Ovarian fibroma,Adult,Not applicable
314422,Ameloblastic carcinoma,Disease,Disorder,2B5J,0006079,C41.1,,C1314678,,10083863,11855,Ameloblastic carcinoma,All ages,Not applicable
314425,Rare odontogenic tumor,Category,Group of disorders,,,,,C5681049,,,,,,
314432,Spigelian hernia-cryptorchidism syndrome,Malformation syndrome,Disorder,,0017798,K43.6,,C4751074,,,,Spigelian hernia-cryptorchidism syndrome,"Infancy, Neonatal",Not applicable
314451,Meigs syndrome,Clinical syndrome,Disorder,2F32.2,0017799,D27,,C0025184,D008539,10027139,,Meigs syndrome,Adult,Not applicable
314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,Disease,Disorder,LD24.Y,0013894,Q87.1,614813,C3542022,,,,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,"Infancy, Neonatal",Autosomal recessive
314399,Autosomal dominant aplasia and myelodysplasia,Disease,Disorder,3A70.0,0013851,D61.0,614675,C4755259,,,,Autosomal dominant aplasia and myelodysplasia,Childhood,Autosomal dominant
314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Disease,Disorder,,0011397,G11.2,604121,C4302668,,,12372,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Adult,"Autosomal dominant, Not applicable"
314419,Ameloblastoma,Disease,Disorder,2E83.1,0017795,D16.4,,C0002448,D000564,10066796,5747,Ameloblastoma,All ages,Not applicable
314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,Disease,Disorder,DA90.Y,0013825,P78.3,614616,C5191644,,,,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,"Infancy, Neonatal",Autosomal dominant
314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Disease,Disorder,KB87.Y,0013843,P76.0,614665,C4518781,,,,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Neonatal,Autosomal recessive
314381,Hereditary sensory and autonomic neuropathy type 6,Disease,Disorder,,0013839,G60.8,614653,C3539003,,,,Hereditary sensory and autonomic neuropathy type 6,"Infancy, Neonatal",Autosomal recessive
314389,Xq12-q13.3 duplication syndrome,Malformation syndrome,Disorder,,0017794,Q99.8,,C4707094,,,,Xq12-q13.3 duplication syndrome,"Infancy, Neonatal",X-linked recessive
314034,7p22.1 microduplication syndrome,Malformation syndrome,Disorder,,0017792,Q92.3,,C4707093,,,,7p22.1 microduplication syndrome,"Infancy, Neonatal",Autosomal recessive
314041,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,Malformation syndrome,Disorder,,0017793,Q87.8,,C5190606,,,,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,"Antenatal, Infancy, Neonatal",
314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,Disease,Disorder,,0013971,E88.8,614924,C4706421,,,12893,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,"Infancy, Neonatal",No data available
306756,Epilepsy and/or ataxia with myoclonus as a major feature,Category,Group of disorders,,,,,C5681050,,,,,,
306759,Non progressive epilepsy and/or ataxia with myoclonus as a major feature,Category,Group of disorders,,,,,C5681051,,,,,,
306750,Primary myoclonus,Category,Group of disorders,,,,,C5681052,,,,,,
306753,Rare disease with myoclonus as a major feature,Category,Group of disorders,,,,,C5681053,,,,,,
306768,Rare paroxysmal movement disorder,Category,Group of disorders,,,,,C5681054,,,,,,
306773,Hyperekplexia,Clinical group,Group of disorders,,0017658,,,,D000071017,10058271,,,,
306762,OBSOLETE: Progressive epilepsy and/or ataxia with myoclonus as a major feature,Category,Group of disorders,,,,,,,,,,,
306765,Motor stereotypies,Category,Group of disorders,,,,,,D013239,,,,,
307055,Rare parkinsonian syndrome due to genetic neurodegenerative disease,Category,Group of disorders,,,,,C5681055,,,,,,
307058,Miscellaneous movement disorder due to genetic neurodegenerative disease,Category,Group of disorders,,,,,C5681056,,,,,,
306776,Sporadic hyperekplexia,Disease,Disorder,,0017659,G25.8,,C5191042,,,,,,
307052,Rare genetic parkinsonian disorder,Category,Group of disorders,,,,,C5679955,,,,,,
307067,Rare genetic disease with myoclonus as a major feature,Category,Group of disorders,,,,,C5681057,,,,,,
307141,Diffuse palmoplantar keratoderma,Category,Group of disorders,EC20.30,0017666,,,C0022584,D015776,,,,,
307061,Rare genetic tremor disorder,Category,Group of disorders,,,,,C5681058,,,,,,
307064,Rare genetic myoclonus,Category,Group of disorders,,,,,C5681059,,,,,,
306682,Manganese poisoning,Disease,Disorder,NE61,0017638,T57.2,,C0677050,D020149,10058951,,Manganese poisoning,All ages,
306679,Rare parkinsonian syndrome due to intoxication,Category,Group of disorders,,,,,C5681060,,,,,,
306674,Kufor-Rakeb syndrome,Disease,Disorder,,0011706,G23.0,606693,C1847640,C537177,,9174,Kufor-Rakeb syndrome,"Adolescent, Childhood",Autosomal recessive
306669,Hemiparkinsonism-hemiatrophy syndrome,Disease,Disorder,8A00.21,0017636,G20,,C4545231,,,,Hemiparkinsonism-hemiatrophy syndrome,"Adolescent, Adult",
306708,Frontotemporal neurodegeneration with movement disorder,Category,Group of disorders,,,,,C5681061,,,,,,
306695,Miscellaneous movement disorder due to neurodegenerative disease,Category,Group of disorders,,,,,C5681062,,,,,,
306692,Cyanide-induced parkinsonism-dystonia,Disease,Disorder,8A00.2Y,0017640,G21.2,,C4707859,,,,Cyanide-induced parkinsonism-dystonia,All ages,
306686,Delayed encephalopathy due to carbon monoxide poisoning,Disease,Disorder,8D43.0Y,,G21.2,,C0393565,,,,Delayed encephalopathy due to carbon monoxide poisoning,All ages,
306727,Postinfectious autoimmune disease with chorea,Category,Group of disorders,,,,,C5681063,,,,,,
306719,Neurodegenerative disease with chorea,Category,Group of disorders,,,,,C5681064,,,,,,
306715,Rare choreic movement disorder,Category,Group of disorders,,,,,C5681065,,,,,,
306712,Rare tremor disorder,Category,Group of disorders,,,,,C5681066,,,,,,
306747,Rare myoclonus,Category,Group of disorders,,,,,C5681067,,,,,,
306741,Hemidystonia-hemiatrophy syndrome,Disease,Disorder,,0017649,G24.8,,C4510649,,,,Hemidystonia-hemiatrophy syndrome,"Adolescent, Adult, Childhood, Infancy, Neonatal",Not applicable
306734,"Primary dystonia, DYT21 type",Disease,Disorder,,0013813,G24.1,614588,C3281236,,,,"Primary dystonia, DYT21 type",Adult,Autosomal dominant
306731,Sydenham chorea,Particular clinical situation in a disease or syndrome,Disorder,1B42,0017648,I02.9,,C0152113,,10042732,7716,Sydenham chorea,"Adolescent, Adult, Childhood",
308166,Erythrokeratoderma variabilis progressiva,Clinical group,Group of disorders,,0017681,,,C5681068,,,10923,Erythrokeratoderma variabilis progressiva,"Childhood, Infancy, Neonatal",
308380,Methylcobalamin deficiency type cblDv1,Clinical subtype,Subtype of disorder,5C50.B,0017683,E72.1,277410,C5679956,,,,Methylcobalamin deficiency type cblDv1,,Autosomal recessive
308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,Etiological subtype,Subtype of disorder,5C50.B,0009643,E72.1,252150,C5679957,,,,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,,Autosomal recessive
308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,Etiological subtype,Subtype of disorder,5C50.B,0009644,E72.1,252160,C1854989,C565373,,,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,,Autosomal recessive
308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,Etiological subtype,Subtype of disorder,5C50.B,0014212,E72.1,615501,C1854990,C565374,,,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,,Autosomal recessive
308407,Disorder of beta and omega amino acid metabolism,Category,Group of disorders,5C50.C,0017684,,,C0342707,,,,,,
308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Disease,Disorder,,0013970,E71.1,614923,C4749908,,,,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Childhood,Autosomal recessive
308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,Disease,Disorder,5C50.E0,0009615,E71.1,251120,C4707328,,,,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,"Childhood, Infancy",Autosomal recessive
307711,Disease with diffuse palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679958,,,,,,
307148,Isolated diffuse palmoplantar keratoderma,Clinical group,Group of disorders,,,,,C5679959,,,,,,
307766,Curly hair-acral keratoderma-caries syndrome,Disease,Disorder,EC20.30,0011883,Q82.8,607656,C1843291,C536220,,10163,Curly hair-acral keratoderma-caries syndrome,"Adolescent, Childhood",
307804,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679960,,,,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,,Autosomal recessive
307773,Autosomal dominant diffuse mutilating palmoplantar keratoderma,Clinical group,Group of disorders,,,,,C5679961,,,,Autosomal dominant diffuse mutilating palmoplantar keratoderma,,Autosomal dominant
307846,Isolated focal palmoplantar keratoderma,Clinical group,Group of disorders,,,,,C5679962,,,,,,
307837,Focal palmoplantar keratoderma,Category,Group of disorders,EC20.31,0017672,,,,,,,,,
307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,Disease,Disorder,EC20.31,0011884,Q82.8,607658,C1843285,C564357,,,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,"Infancy, Neonatal",
307871,Disease with focal palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679963,,,,,,
307995,Marginal papular palmoplantar keratoderma,Clinical group,Group of disorders,,,,,C5679964,,,,Marginal papular palmoplantar keratoderma,,Autosomal dominant
307967,Punctate palmoplantar keratoderma,Category,Group of disorders,,0017675,,,C1274216,,,,,,
308023,Disease with punctate palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679965,,,,,,
308013,Focal acral hyperkeratosis,Disease,Disorder,,0017677,Q82.8,,C1302839,,,,,,
308041,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679966,,,,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,,Autosomal recessive
308031,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,Category,Group of disorders,,,,,C5679967,,,,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,,Autosomal dominant
309001,Disorder of carbohydrate absorption and transport,Category,Group of disorders,5C61,0017706,,,C5681069,,,,,,
309005,Disorder of lipid metabolism,Category,Group of disorders,,,,,C0154251,D052439,10061227,,,,
308993,Glycerol kinase deficiency,Clinical group,Group of disorders,,,,,C0268418,,,,,,
308998,Disorder of glyoxylate metabolism,Category,Group of disorders,5C51.2,0017703,,,C5681070,,,,,,
308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",Clinical subtype,Subtype of disorder,5C51.3,0017700,E74.0,232500,C1856305,C565543,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",,Autosomal recessive
308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",Clinical subtype,Subtype of disorder,5C51.3,0017701,E74.0,232500,C5679968,,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",,Autosomal recessive
308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",Clinical subtype,Subtype of disorder,5C51.3,0017698,E74.0,232500,C1856304,C565542,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",,Autosomal recessive
308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",Clinical subtype,Subtype of disorder,5C51.3,0017699,E74.0,232500,C5679969,,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",,Autosomal recessive
309111,Combined pancreatic lipase-colipase deficiency,Disease,Disorder,5C62,0017712,K90.3,614338,C4706317,,,,Combined pancreatic lipase-colipase deficiency,Neonatal,
309115,Disorder of fatty acid oxidation and ketogenesis,Category,Group of disorders,5C52.01,0017713,,,C5681071,,,,,,
309031,Pancreatic triacylglycerol lipase deficiency,Disease,Disorder,5C62,0013700,K90.3,614338,C0268240,,,,Pancreatic triacylglycerol lipase deficiency,Infancy,Not applicable
309108,Pancreatic colipase deficiency,Disease,Disorder,5C62,0017711,K90.3,614338,C0268241,,,,Pancreatic colipase deficiency,Infancy,Autosomal recessive
309025,Mevalonate kinase deficiency,Disease,Disorder,5C52.10,0017708,E88.8,260920,C0342731,D054078,10072221,,Mevalonate kinase deficiency,Infancy,Not applicable
309028,Disorder of lipid absorption and transport,Category,Group of disorders,5C62,,,,C5681072,,,,,,
309015,Familial lipoprotein lipase deficiency,Etiological subtype,Subtype of disorder,5C80.1,0009387,E78.3,238600,,,,12241,Familial lipoprotein lipase deficiency,"Childhood, Infancy","Autosomal dominant, Autosomal recessive"
309020,Familial apolipoprotein C-II deficiency,Etiological subtype,Subtype of disorder,5C80.1,0008810,E78.3,207750,C0268199,,,759,Familial apolipoprotein C-II deficiency,"Adolescent, Childhood",Autosomal recessive
308487,Generalized galactose epimerase deficiency,Clinical subtype,Subtype of disorder,5C51.4Y,0017692,E74.2,230350,C0574089,,,,Generalized galactose epimerase deficiency,,Autosomal recessive
178,Chordoma,Disease,Disorder,2B5J,0008978,C76.7,215400,C0008487,D002817,10008747,1303,Chordoma,Adult,"Autosomal dominant, Not applicable"
308473,Erythrocyte galactose epimerase deficiency,Clinical subtype,Subtype of disorder,5C51.4Y,0017691,E74.2,230350,C0574090,,,,Erythrocyte galactose epimerase deficiency,,Autosomal recessive
308467,Disorder of galactose metabolism,Category,Group of disorders,5C51.4,0017690,E74.2,,C0342745,,,,,,
2637,Microcephalic osteodysplastic primordial dwarfism type II,Malformation syndrome,Disorder,LD20.2,0008872,Q87.1,210720,C0432246,C565898,,9844,Microcephalic osteodysplastic primordial dwarfism type II,"Antenatal, Infancy, Neonatal",Autosomal recessive
308463,Disorder of fructose metabolism,Category,Group of disorders,5C51.5,0017689,E74.1,,C0342744,,,,,,
592,Macrophagic myofasciitis,Disease,Disorder,,0018942,M60.8,,C2931639,C537829,,176,Macrophagic myofasciitis,"Adolescent, Adult, Childhood, Elderly",Not applicable
77,OBSOLETE: Aniridia,Category,Group of disorders,,,,,,,,,,,
308459,Disorder of glycolysis,Category,Group of disorders,,0017688,,,C5681073,,,,,,
308451,Disorder of neutral amino acid transport,Category,Group of disorders,,0017687,,,C5848149,,,,,,
308448,Aminoacylase deficiency,Clinical group,Group of disorders,,0017686,,,C5681074,,,,,,
308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",Clinical subtype,Subtype of disorder,5C50.E0,0017685,E71.1,277410,C5679970,,,,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",,Autosomal recessive
308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",Clinical subtype,Subtype of disorder,5C51.3,0017697,E74.0,232500,C1856303,C565541,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",,Autosomal recessive
308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",Clinical subtype,Subtype of disorder,5C51.3,0017696,E74.0,232500,C5679971,,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",,Autosomal recessive
308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",Clinical subtype,Subtype of disorder,5C51.3,0017695,E74.0,232500,C5679972,,,,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",,Autosomal recessive
308604,"OBSOLETE: Glycogen storage disease due to acid maltase deficiency, adult onset",Clinical subtype,Subtype of disorder,,,,,,,,,,,
308573,"OBSOLETE: Glycogen storage disease due to acid maltase deficiency, juvenile onset",Clinical subtype,Subtype of disorder,,,,,,,,,,,
308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset",Clinical subtype,Subtype of disorder,5C51.3,0017694,E74.0,232300,C3888924,,,,"Glycogen storage disease due to acid maltase deficiency, infantile onset","Antenatal, Infancy, Neonatal",Autosomal recessive
308520,Glycogen storage disease due to glycogen synthase deficiency,Clinical group,Group of disorders,,,,,C5679973,,,,,,
309271,"Metachromatic leukodystrophy, adult form",Clinical subtype,Subtype of disorder,5C56.02,0017730,E75.2,250100,C0751279,,,,"Metachromatic leukodystrophy, adult form",Adult,Autosomal recessive
309279,Glycoproteinosis,Category,Group of disorders,5C56.2,0017731,,,C5681075,,,10670,,,
309282,"Alpha-mannosidosis, infantile form",Clinical subtype,Subtype of disorder,5C56.21,0017732,E77.1,248500,,,,,"Alpha-mannosidosis, infantile form",Infancy,Autosomal recessive
309288,"Alpha-mannosidosis, adult form",Clinical subtype,Subtype of disorder,5C56.21,0017733,E77.1,248500,C5679974,,,,"Alpha-mannosidosis, adult form",Adult,Autosomal recessive
309246,"GM2 gangliosidosis, AB variant",Disease,Disorder,5C56.00,0010099,E75.0,272750,C0268275,,,,"GM2 gangliosidosis, AB variant",Infancy,Autosomal recessive
309252,Atypical Gaucher disease due to saposin C deficiency,Clinical subtype,Subtype of disorder,5C56.0Y,0012517,E75.2,610539,C1864651,C566435,,,Atypical Gaucher disease due to saposin C deficiency,,Autosomal recessive
309256,"Metachromatic leukodystrophy, late infantile form",Clinical subtype,Subtype of disorder,5C56.02,0017729,E75.2,250100,C0751278,,,,"Metachromatic leukodystrophy, late infantile form",Infancy,Autosomal recessive
309263,"Metachromatic leukodystrophy, juvenile form",Clinical subtype,Subtype of disorder,5C56.02,0009591,E75.2,250100,C0751276,,,,"Metachromatic leukodystrophy, juvenile form","Adolescent, Childhood",Autosomal recessive
309324,"Free sialic acid storage disease, infantile form",Clinical subtype,Subtype of disorder,5C56.4,0010027,E77.8,269920,C1096902,,10067532,175,"Free sialic acid storage disease, infantile form","Antenatal, Neonatal",Autosomal recessive
309331,Intermediate severe Salla disease,Clinical subtype,Subtype of disorder,5C56.4,0017737,E77.8,604369,C5681076,,,,Intermediate severe Salla disease,,Autosomal recessive
309334,Salla disease,Clinical subtype,Subtype of disorder,,0011449,E77.8,604369,C1096903,,10067531,,Salla disease,Infancy,Autosomal recessive
309337,Lysosomal glycogen storage disease,Category,Group of disorders,,0017738,,,C5681077,,,,,,
309294,Sialidosis,Clinical group,Group of disorders,5C56.21,0017734,,,C0268226,,10058800,,Sialidosis,All ages,Autosomal recessive
309297,Mucopolysaccharidosis type 4A,Clinical subtype,Subtype of disorder,5C56.32,0009659,E76.2,253000,C0086651,,,3785,Mucopolysaccharidosis type 4A,Childhood,Autosomal recessive
309310,Mucopolysaccharidosis type 4B,Clinical subtype,Subtype of disorder,5C56.32,0009660,E76.2,253010,C0086652,,,3786,Mucopolysaccharidosis type 4B,,Autosomal recessive
309319,Disorder of sialic acid metabolism,Category,Group of disorders,5C56.4,0017736,,,C0342851,,,,,,
309139,OBSOLETE: Mitochondrial disorder due to a transcription or a translation defect of mitochondrial DNA,Category,Group of disorders,,,,,,,,,,,
309136,Mitochondrial disorder due to a defect in assembly or maturation of the respiratory chain complexes,Category,Group of disorders,,,,,C5681078,,,,,,
309147,Hyper-beta-alaninemia,Disease,Disorder,5C55.1,0009378,E79.8,237400,C0268630,C562684,,10267,Hyper-beta-alaninemia,Neonatal,
309144,Gangliosidosis,Category,Group of disorders,5C56.00,0017719,,,C0017083,D005733,,12510,,,
309127,3-hydroxyacyl-CoA dehydrogenase deficiency,Clinical group,Group of disorders,,0017715,,,C1291230,C535310,,,,,
309120,Acyl-CoA dehydrogenase deficiency,Clinical group,Group of disorders,,0017714,,,C0268635,,,,,,
309133,Metabolic disease due to other fatty acid oxidation disorder,Category,Group of disorders,,,,,C5681079,,,,,,
309130,Disorder of carnitine cycle and carnitine transport,Category,Group of disorders,5C52.00,0017716,,,C5681080,,,,,,
309185,"Tay-Sachs disease, juvenile form",Clinical subtype,Subtype of disorder,5C56.00,0017725,E75.0,272800,C5925030,,,,"Tay-Sachs disease, juvenile form",,Autosomal recessive
309178,"Tay-Sachs disease, infantile form",Clinical subtype,Subtype of disorder,5C56.00,0017724,E75.0,272800,C5925031,,,,"Tay-Sachs disease, infantile form",,Autosomal recessive
309239,"OBSOLETE: Tay-Sachs disease, B1 variant",Clinical subtype,Subtype of disorder,,,,,,,,,,,
309192,"Tay-Sachs disease, adult form",Clinical subtype,Subtype of disorder,5C56.00,0017726,E75.0,272800,C5925032,,,,"Tay-Sachs disease, adult form",,Autosomal recessive
309155,"Sandhoff disease, infantile form",Clinical subtype,Subtype of disorder,5C56.00,0017721,E75.0,268800,C0751490,,,,"Sandhoff disease, infantile form",Infancy,Autosomal recessive
309152,GM2 gangliosidosis,Clinical group,Group of disorders,5C56.00,0017720,E75.0,,C0268274,D020143,10083933,,,,
309169,"Sandhoff disease, adult form",Clinical subtype,Subtype of disorder,5C56.00,0017723,E75.0,268800,C0751489,,,,"Sandhoff disease, adult form",Adult,Autosomal recessive
309162,"Sandhoff disease, juvenile form",Clinical subtype,Subtype of disorder,5C56.00,0017722,E75.0,268800,C0751491,,,,"Sandhoff disease, juvenile form","Adolescent, Childhood",Autosomal recessive
300547,Autosomal recessive infantile hypercalcemia,Disease,Disorder,5C64.5,0000212,E83.5,143880,C4329374,,,,Autosomal recessive infantile hypercalcemia,"Infancy, Neonatal",Autosomal recessive
300552,Follicular cholangitis and pancreatitis,Disease,Disorder,DC33,0017589,K86.1,,C4749906,,,,Follicular cholangitis and pancreatitis,Adult,Unknown
300557,Carcinoma of the ampulla of Vater,Disease,Disorder,2C16,0017590,C24.1,,C0262401,,10048853,,Carcinoma of the ampulla of Vater,Adult,Not applicable
300564,Combined pulmonary fibrosis-emphysema syndrome,Disease,Disorder,CB03.1,0017591,J84.1,,C3872815,,10076515,,Combined pulmonary fibrosis-emphysema syndrome,Adult,Not applicable
300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,Disease,Disorder,,0013541,Q04.3,614039,C5191309,,,13032,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,"Infancy, Neonatal",Autosomal dominant
300573,Polymicrogyria due to TUBB2B mutation,Malformation syndrome,Disorder,,12399,Q04.3,610031,C5681081,,,,Polymicrogyria due to TUBB2B mutation,"Infancy, Neonatal",Autosomal dominant
300576,Oligodontia-cancer predisposition syndrome,Disease,Disorder,,0012075,,,C4750788,,,,,,
300579,Staphylococcal toxemia,Category,Group of disorders,,0017592,,,C0854511,,10041932,,Staphylococcal toxemia,All ages,
300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,Malformation syndrome,Disorder,,0010466,Q87.8,300868,C4751110,,,12777,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,"Antenatal, Infancy, Neonatal",X-linked recessive
300501,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,Malformation syndrome,Disorder,,0017585,D36.1,,C4751109,,,11006,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,Adolescent,Unknown
300504,Onychocytic matricoma,Disease,Disorder,,0017586,D23.9,,C4751108,,,11007,Onychocytic matricoma,"Adolescent, Adult, Childhood, Elderly",
300512,Onychomatricoma,Disease,Disorder,,0017587,D23.9,,C4751078,,,,Onychomatricoma,All ages,Unknown
300515,Rare nail tumor,Category,Group of disorders,,,,,C5681082,,,,,,
300525,Pseudohypoaldosteronism type 2D,Etiological subtype,Subtype of disorder,BA04.Y,0013781,I15.1,614495,C3469605,,,,Pseudohypoaldosteronism type 2D,,"Autosomal dominant, Autosomal recessive"
300530,Pseudohypoaldosteronism type 2E,Etiological subtype,Subtype of disorder,BA04.Y,0013782,I15.1,614496,C3469606,,,,Pseudohypoaldosteronism type 2E,,Autosomal dominant
300536,DDOST-CDG,Disease,Disorder,,0013789,E77.8,614507,C3281084,,,12398,DDOST-CDG,"Infancy, Neonatal",Autosomal recessive
300849,Diffuse large B-cell lymphoma of the central nervous system,Disease,Disorder,2A81.5,0017596,C83.3,,C2026186,,,,Diffuse large B-cell lymphoma of the central nervous system,,"Multigenic/multifactorial, Not applicable"
300846,Aggressive B-cell non-Hodgkin lymphoma,Category,Group of disorders,,0017595,,,C5555120,,,,Aggressive B-cell non-Hodgkin lymphoma,Adult,
300865,Primary cutaneous anaplastic large cell lymphoma,Disease,Disorder,2B03.0,0017598,C86.6,,C1301362,D054446,10065863,,Primary cutaneous anaplastic large cell lymphoma,"Adolescent, Adult, Childhood",
300857,T-cell/histiocyte rich large B cell lymphoma,Disease,Disorder,2A81.4,0017597,C83.3,,C1321547,,,12257,T-cell/histiocyte rich large B cell lymphoma,"Adolescent, Adult, Childhood, Elderly","Multigenic/multifactorial, Not applicable"
300878,Hairy cell leukemia variant,Disease,Disorder,2A82.3,0017600,C91.4,,C0349633,,10019054,,Hairy cell leukemia variant,"Adult, Elderly",Unknown
300869,Splenic diffuse red pulp small B-cell lymphoma,Disease,Disorder,2A82.Y,0017599,C83.0,,C2699508,,,,,,
300895,ALK-positive anaplastic large cell lymphoma,Histopathological subtype,Subtype of disorder,2A90.A,0017602,C84.6,,C1332079,,,,ALK-positive anaplastic large cell lymphoma,"Adolescent, Adult, Childhood",Not applicable
300888,Diffuse large B-cell lymphoma with chronic inflammation,Disease,Disorder,,0017601,C83.3,,C4511460,,,,,,
300605,Juvenile amyotrophic lateral sclerosis,Disease,Disorder,,0017593,G12.2,614373,C3468114,,,11901,Juvenile amyotrophic lateral sclerosis,Childhood,Autosomal recessive
300755,Laminopathy with striated muscle involvement,Category,Group of disorders,,,,,C5681083,,,,,,
300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Disease,Disorder,BC43.00,7269,I42.0,115200,C4707865,,,,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Adult,Autosomal dominant
300763,Laminopathy with lipodystrophy,Category,Group of disorders,,,,,C5681084,,,,,,
300758,Laminopathy with peripheral neuropathy,Category,Group of disorders,,,,,C5681085,,,,,,
300842,Indolent B-cell non-Hodgkin lymphoma,Category,Group of disorders,,0017594,,,C5419078,,,,Indolent B-cell non-Hodgkin lymphoma,Adult,
300766,Laminopathy with premature aging,Category,Group of disorders,,,,,C5567864,,,,,,
300903,ALK-negative anaplastic large cell lymphoma,Histopathological subtype,Subtype of disorder,XH9T74,0017603,C84.7,,C1332078,,,,ALK-negative anaplastic large cell lymphoma,Adult,Not applicable
300912,Marginal zone lymphoma,Clinical group,Group of disorders,,0017604,,,C0242647,D018442,,13237,Marginal zone lymphoma,Adult,
304055,Pituitary tumor,Category,Group of disorders,,0017611,,,C0032019,D010911,10035104,,,,
306436,OBSOLETE: Congenital sucrase-isomaltase deficiency with starch intolerance,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306431,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,Disease,Disorder,,0017617,D84.8,,C5191336,,,11992,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,Adult,Not applicable
